case_id,status,employer,soc_name,job_title,full_time,wage
708,WITHDRAWN,BROADCOM CORPORATION,ELECTRICAL ENGINEERS,"ENGINEER, STAFF I - SYSTEMS DESIGN",Y,74755
709,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,82930
710,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,59738
711,CERTIFIED-WITHDRAWN,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,CHEMISTS,POSTDOCTORAL RESEARCH ASSOCIATE,Y,35921
712,WITHDRAWN,DYNAMIC ITSOLUTIONS INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,62296
713,WITHDRAWN,BROADCOM CORPORATION,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,"ENGINEER, STAFF II - SYSTEMS DESIGN",Y,97074
714,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,51896
715,CERTIFIED-WITHDRAWN,UNITED METHODIST HOMES & SERVICES,OCCUPATIONAL THERAPISTS,OCCUPATIONAL THERAPIST,Y,51105.6
716,CERTIFIED-WITHDRAWN,"ACS IT SOLUTIONS, LP","SOFTWARE DEVELOPERS, APPLICATIONS",SYSTEMS DEVELOPMENT CONSULTANT,Y,80101
717,WITHDRAWN,AMAZON CORPORATE LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER II,Y,84302
718,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,60757
719,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF SOUTHERN CALIFORNIA,COMPUTER PROGRAMMERS NON R & D,RESEARCH PROGRAMMER II,Y,73965
720,WITHDRAWN,BAYLOR COLLEGE OF MEDICINE,STATISTICIANS,BIOSTATISTICIAN,Y,47923.2
721,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
722,CERTIFIED-WITHDRAWN,"EXTERRAN ENERGY SOLUTIONS, L.P.",COMPUTER SYSTEMS ANALYSTS,APPLICATION ANALYST SR.,Y,90688
723,WITHDRAWN,VIMEO LLC,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",VIDEO SYSTEMS ENGINEER,Y,85966
724,WITHDRAWN,"PENTAIR FILTRATION SOLUTIONS, LLC",MARKET RESEARCH ANALYSTS AND MARKETING,GLOBAL MARKETING ANALYST,Y,60133
725,WITHDRAWN,QUALCOMM INCORPORATED,COMPUTER HARDWARE ENGINEERS,HARDWARE ENGINEER,Y,75899.2
726,CERTIFIED-WITHDRAWN,"MEDICAL SCIENCE & COMPUTING, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",BIOINFORMATICS SOFTWARE DEVELOPER,Y,69742
727,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"MANAGERS, ALL OTHER",PRODUCT MANAGER,Y,89981
728,CERTIFIED-WITHDRAWN,"NUANCE COMMUNICATIONS, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR SOLUTIONS SPECIALIST,Y,113360
729,CERTIFIED-WITHDRAWN,BRIGHAM AND WOMEN'S HOSPITAL,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH FELLOW,Y,46342
730,CERTIFIED-WITHDRAWN,"BREMBO NORTH AMERICA, INC.",MANUFACTURING ENGINEERS,MANUFACTURING ENGINEER,Y,56202
731,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63440
732,CERTIFIED-WITHDRAWN,MASSACHUSETTS EYE & EAR INFIRMARY,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW / RESEARCH FELLOW,Y,33010
733,CERTIFIED-WITHDRAWN,"CIRRUS LOGIC, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER",DESIGN ENGINEER,Y,74464
734,CERTIFIED-WITHDRAWN,"COMPUTER AID, INC.","COMPUTER OCCUPATIONS, ALL OTHER*",QUALITY ASSURANCE ANALYST LEAD,Y,81827
735,WITHDRAWN,UNITED SOFTWARE GROUP INC.,MANAGEMENT ANALYSTS,SENIOR BUSINESS ANALYST,Y,71718
736,CERTIFIED-WITHDRAWN,HOWARD HUGHES MEDICAL INSTITUTE,"LIFE SCIENTISTS, ALL OTHER",RESEARCH ASSOCIATE,Y,38314
737,WITHDRAWN,"QUALCOMM ATHEROS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","SENIOR SYSTEMS ENGINEER, SOFTWARE",Y,103708.8
738,CERTIFIED-WITHDRAWN,ERICSSON INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",ENGINEER - SERVICES SOFTWARE,Y,54134
739,CERTIFIED-WITHDRAWN,"WATSON PHARMACEUTICALS, INC.",CHEMISTS,PHARM TECH SPECIALIST I,Y,33738
740,CERTIFIED-WITHDRAWN,"COMPENDIA BIOSCIENCE, INC.",BIOCHEMISTS AND BIOPHYSICISTS,"SCIENTIST II, BIOINFORMATICS",Y,54038
741,CERTIFIED-WITHDRAWN,UNIVERSITY OF ILLINOIS,"ELECTRICAL ENGINEERS, R&D",RESEARCH SCIENTIST,Y,84468.8
742,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"COMPUTER OCCUPATIONS, ALL OTHER*",TECHNICAL ACCOUNT MANAGER,Y,88525
743,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
744,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (PRINCIPAL CONSULTANT),Y,95784
745,CERTIFIED-WITHDRAWN,UNIVERSITY OF NEW MEXICO,PHYSICISTS,RESEARCH ASSISTANT PROFESSOR,Y,46509
746,CERTIFIED-WITHDRAWN,"MARLABS, INC",DATABASE ADMINISTRATORS,DATABASE ADMINISTRATOR,Y,45406
747,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,71906
748,CERTIFIED-WITHDRAWN,"PEARSON EDUCATION, INC.",ARCHITECTURAL AND ENGINEERING MANAGERS,SR. ENTERPRISE ARCHITECT,Y,121222
749,WITHDRAWN,INTEL CORPORATION,INDUSTRIAL ENGINEERS,PROCESS ENGINEER,Y,84219
750,CERTIFIED-WITHDRAWN,"SARFINO AND RHOADES, LLP",ACCOUNTANTS,ACCOUNTANT,Y,50898
751,CERTIFIED-WITHDRAWN,SCOPUS CONSULTING GROUP INC.,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYSTS,Y,58053
752,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
753,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,Y,69701
754,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,76918
755,WITHDRAWN,CUMMINS EMISSION SOLUTIONS INC.,INDUSTRIAL ENGINEERS,PURCHASING ANALYST,Y,58386
756,CERTIFIED-WITHDRAWN,"GARDNER DENVER, INC.",INDUSTRIAL ENGINEERS,MANUFACTURING ENGINEER,Y,50877
757,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"BIOLOGICAL SCIENCE TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR OF CLINICAL PATHOLOGY,Y,54770
758,WITHDRAWN,FX DIRECT DEALER LLC,"SALES REPRESENTATIVES, SERVICES, ALL OTHER",SALES SUPPORT ASSOCIATE (FINANCIAL ASSOCIATE),Y,38501
759,CERTIFIED-WITHDRAWN,JOHNS HOPKINS UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",ASSISTANT SCIENTIST,Y,48256
760,CERTIFIED-WITHDRAWN,"LENDINGTREE, LLC",COMPUTER SYSTEMS ANALYSTS,BUSINESS INTELLIGENCE (BI) DATABASE DEVELOPER,Y,80000
761,CERTIFIED-WITHDRAWN,TEXAS TECH UNIVERSITY,COMPUTER SUPPORT SPECIALISTS,PROGRAMMER/ANALYST I,Y,20405
762,CERTIFIED-WITHDRAWN,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,STATISTICIANS,BIOINFORMATICIAN I,Y,45510
763,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF GEORGIA,COACHES AND SCOUTS,ASSISTANT COACH,Y,24860
764,CERTIFIED-WITHDRAWN,COGENT HEALTHCARE OF MICHIGAN PC,"INTERNISTS, GENERAL",PHYSICIAN - TEAM HOSPITALIST,Y,60611.2
765,CERTIFIED-WITHDRAWN,COLUMBIA UNIVERSITY,"LIFE SCIENTISTS, ALL OTHER",ASSOCIATE RESEARCH SCIENTIST,Y,43261.4
766,CERTIFIED-WITHDRAWN,THE OHIO STATE UNIVERSITY,BIOLOGICAL TECHNICIANS,RESEARCH ASSISTANT 2- BIOLOGICAL/HEALTH SCIENCE,Y,33488
767,CERTIFIED-WITHDRAWN,BARCLAYS BANK DELAWARE,OPERATIONS RESEARCH ANALYSTS,BUSINESS IMPLEMENTATION ANALYST,Y,59384
768,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,Y,65229
769,CERTIFIED-WITHDRAWN,TEXAS INSTRUMENTS INCORPORATED,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",ELECTRICAL DESIGN ENGINEER,Y,70387
770,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,60507
771,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67413
772,CERTIFIED-WITHDRAWN,ERICSSON INC.,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",ENGINEER - SERVICES RF,Y,54134
773,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,46550
774,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63877
775,CERTIFIED-WITHDRAWN,COLUMBIA UNIVERSITY,"LIFE SCIENTISTS, ALL OTHER",ASSOCIATE RESEARCH SCIENTIST,Y,43261.4
776,CERTIFIED-WITHDRAWN,UHCP D/B/A UPMC MEP,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL",MEDICAL RESIDENT,Y,41870
777,CERTIFIED-WITHDRAWN,JETBLUE AIRWAYS,COMPUTER SYSTEMS ANALYSTS,IT BUSINESS ANALYST III,Y,89939
778,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,FINANCIAL ANALYSTS,ANALYST,Y,88213
779,CERTIFIED-WITHDRAWN,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",POSTDOCTORAL RESEARCH ASSOCIATE,Y,40830
780,CERTIFIED-WITHDRAWN,UNIVERSITY OF ROCHESTER,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,MEDICAL TECHNOLOGIST II,Y,38064
781,CERTIFIED-WITHDRAWN,COLUMBIA UNIVERSITY,"LIFE SCIENTISTS, ALL OTHER",ASSOCIATE RESEARCH SCIENTIST,Y,43261.4
782,WITHDRAWN,CUMMINS EMISSION SOLUTIONS INC.,MECHANICAL ENGINEERS,RELIABILITY ENGINEER,Y,62026
783,CERTIFIED,FEDERAL HOME LOAN MORTGAGE CO.,"FINANCIAL SPECIALISTS, ALL OTHER",RISK ANALYTICS PROFESSIONAL,Y,51210
784,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,63877
785,CERTIFIED,"THE WINE GROUP, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPER,Y,108534
786,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,68203
787,WITHDRAWN,BROADCOM CORPORATION,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","ENGINEER, STAFF II - IC DESIGN",Y,95888
788,WITHDRAWN,CUMMINS EMISSION SOLUTIONS INC.,MECHANICAL ENGINEERS,MECHANICAL DEVELOPMENT ENGINEER,Y,51459
789,WITHDRAWN,CUMMINS INC.,INDUSTRIAL ENGINEERS,SOURCING SPECIALIST,Y,58386
790,WITHDRAWN,CUMMINS INC.,LOGISTICIANS,MATERIALS PLANNER,Y,43597
791,WITHDRAWN,"CORN PRODUCTS INTERNATIONAL, INC.",FOOD SCIENTISTS AND TECHNOLOGISTS,SENIOR TECHNICAL SERVICE TECHNOLOGIST,Y,67350
792,CERTIFIED-WITHDRAWN,"MAXIM INTEGRATED PRODUCTS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",PROGRAM MANAGER,Y,99653
793,CERTIFIED-WITHDRAWN,"MARCHON EYEWEAR, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SAP SECURITY ADMINISTRATOR (APPLICATION DEVELOPER),Y,84781
794,CERTIFIED,SAPHIRE SOLUTIONS INC,COMPUTER PROGRAMMERS,COMPUTER PROGRAMMER,Y,55245
795,WITHDRAWN,CUMMINS INC.,MECHANICAL ENGINEERS,STRUCTURAL ANALYSIS ENGINEER,Y,51459
796,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TENNESSEE,ASTRONOMERS,POST-DOCTORAL RESEARCH ASSOCIATE,Y,48401.6
797,WITHDRAWN,CUMMINS INC.,FINANCIAL ANALYSTS,FINANCE ANALYST,Y,49608
798,WITHDRAWN,CUMMINS INC.,COMPUTER SYSTEMS ANALYSTS,IT - ANALYST IT DEVELOPMENT PROGRAM,Y,55349
799,CERTIFIED-WITHDRAWN,"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",SOTWARE ENGINEER,Y,82930
800,WITHDRAWN,DELL MARKETING LP,SALES ENGINEERS,SERVICES ACCOUNT EXECUTIVE III,Y,116688
801,CERTIFIED-WITHDRAWN,"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,82930
802,CERTIFIED-WITHDRAWN,ORIAN ENGINEERS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYSTS,Y,48589
803,CERTIFIED-WITHDRAWN,AMAZON CORPORATE LLC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST I,Y,65021
804,CERTIFIED-WITHDRAWN,THE UNIV. OF ALA. AT BIRMINGHAM (UAB),"INTERNISTS, GENERAL",RESIDENT,Y,38522
805,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF CHICAGO,"HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS,",CLINICAL ASSOCIATE HOSPITALIST,Y,50939
806,CERTIFIED-WITHDRAWN,"CHARTIS GLOBAL SERVICES, INC.",OPERATIONS RESEARCH ANALYSTS,BUSINESS ANALYST,Y,56950
807,CERTIFIED-WITHDRAWN,UNIVERSITY OF MARYLAND COLLEGE PARK,"POLITICAL SCIENCE TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,42080
808,CERTIFIED-WITHDRAWN,KA-SAPSOLUTIONS INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,74859
809,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
810,WITHDRAWN,SANTA MONICA MALIBU UNIFIED SCHOOL DISTRICT,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",ELEMENTARY INSTRUMENTAL MUSIC TEACHER,Y,68880
811,CERTIFIED-WITHDRAWN,SAINT LOUIS UNIVERSITY,"PHYSICIANS AND SURGEONS, ALL OTHER",RESIDENT PHYSICIAN IN TRAINING,Y,47778
812,CERTIFIED-WITHDRAWN,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR (PEDIATRICS),Y,29830
813,WITHDRAWN,"APOLLO GROUP, INC.",INSTRUCTIONAL COORDINATORS,ELEARNING DEVELOPER II,Y,51875
814,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,67101
815,WITHDRAWN,"THE MACKNIGHT SMOKEHOUSE, INC",MARKETING MANAGERS,MARKETING DIRECTOR,N,65187.2
816,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST 2,Y,84302
817,WITHDRAWN,BROADCOM CORPORATION,SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,"ENGINEER, STAFF II - TEST",Y,92616
818,CERTIFIED-WITHDRAWN,IBM CORPORATION,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,Y,55224
819,CERTIFIED-WITHDRAWN,"ALPHABET MANAGEMENT, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,69451
820,CERTIFIED-WITHDRAWN,YAHOO! INC.,"SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER (TECH YAHOO, SOFTWARE APPS DEV ENG)",Y,99653
821,WITHDRAWN,SKIDMORE COLLEGE,"ECONOMICS TEACHERS, POSTSECONDARY",ASSOCIATE PROFESSOR OF ECONOMICS,Y,88213
822,CERTIFIED,"VMWARE, INC.","COMPUTER OCCUPATIONS, ALL OTHER",MEMBER OF TECHNICAL STAFF - QUALITY ENGINEERING,Y,97503
823,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,71906
824,WITHDRAWN,AMAZON CORPORATE LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER II,Y,84302
825,CERTIFIED-WITHDRAWN,TRUSTEES OF BOSTON UNIVERSITY,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,99910
826,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,BIOLOGICAL TECHNICIANS,RESEARCH ASSOCIATE,Y,29806.4
827,CERTIFIED-WITHDRAWN,YAHOO! INC.,"SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER (TECH YAHOO, SOFTWARE DEV ENG, INTERM)",Y,91625
828,CERTIFIED-WITHDRAWN,"AFFILIATED COMPUTER SERVICES, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",SYSTEMS DEVELOPMENT CONSULTANT,Y,95784
829,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF ALABAMA,STATISTICAL ASSISTANTS,INSTITUTIONAL RESEARCH ANALYST,Y,29515
830,CERTIFIED-WITHDRAWN,EMORY UNIVERSITY,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",POST DOCTORAL FELLOW,Y,36026
831,WITHDRAWN,YOUNG & RUBICAM INC.,"MEDIA AND COMMUNICATION WORKERS, ALL OTHER",ONLINE SPECIALIST,Y,28454
832,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,CHEMISTS,POSTDOCTORAL FELLOW,Y,37253
833,CERTIFIED-WITHDRAWN,TRUSTEES OF BOSTON UNIVERSITY,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,99910
834,WITHDRAWN,"KIPP, INC.","PRESCHOOL TEACHERS, EXCEPT SPECIAL EDUCATION",PRE-KINDERGARTEN SCHOOL TEACHER,Y,22485
835,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"BIOLOGICAL SCIENTISTS, ALL OTHER",INFORMATICS PROGRAMMER JR,Y,37336
836,CERTIFIED-WITHDRAWN,UNIVERSITY OF MIAMI-MILLER SCHOOL OF MEDICINE,BIOCHEMISTS AND BIOPHYSICISTS,POST DOCTORAL ASSOCIATE,Y,30451.2
837,WITHDRAWN,THE UNIVERSITY OF HOUSTON,"BUSINESS TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR,Y,64692
838,CERTIFIED-WITHDRAWN,"LATTICE ENGINES, INC.",STATISTICIANS,ANALYTICS ENGINEER,Y,70533
839,WITHDRAWN,"JDA SOFTWARE, INC.",OPERATIONS RESEARCH ANALYSTS,"OPS RESEARCH ANLAYST (CONSULTANT, OPS RESEARCH)",Y,56472
840,CERTIFIED-WITHDRAWN,"ROCKWELL COLLINS, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,61027
841,CERTIFIED,FEDERAL HOME LOAN MORTGAGE CO.,"FINANCIAL SPECIALISTS, ALL OTHER",RISK ANALYTICS PROFESSIONAL,Y,51210
842,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,58157
843,CERTIFIED-WITHDRAWN,HUMAN RIGHTS WATCH,SOCIAL SCIENCE RESEARCH ASSISTANTS,FELLOW,Y,30950
844,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),Y,76918
845,CERTIFIED-WITHDRAWN,PERRIGO PHARMACEUTICALS COMPANY,CHEMISTS,SCIENTIST FORMULATION RESEARCH AND DEVELOPMENT,Y,47362
846,CERTIFIED-WITHDRAWN,BANK OF AMERICA N.A.,COMPUTER SYSTEMS ANALYSTS,TECH ASSOCIATE,Y,59051
847,CERTIFIED-WITHDRAWN,"KESSLER CORE PT, OT & SPEECH THERAPY AT NEW YORK, LLC",PHYSICAL THERAPISTS,PHYSICAL THERAPIST,Y,64459
848,WITHDRAWN,"SG AMERICAS SECURITIES, LLC",FINANCIAL ANALYSTS,QUANTITATIVE TRADER,Y,88213
849,CERTIFIED-WITHDRAWN,"WORLDQUANT, LLC",FINANCIAL ANALYSTS,"VICE PRESIDENT, PORTFOLIO MANAGEMENT",Y,62566
850,CERTIFIED-WITHDRAWN,UNIVERSITY OF MIAMI-MILLER SCHOOL OF MEDICINE,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",INTERNAL MEDICINE RESIDENT,Y,41417
851,CERTIFIED-WITHDRAWN,"ORACLE AMERICA, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER",ELECTRONICS ENGINEER (HARDWARE DEVELOPER 2),Y,94432
852,CERTIFIED-WITHDRAWN,GOOGLE INC.,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,103709
853,CERTIFIED-WITHDRAWN,HARVARD UNIVERSITY,"BIOLOGICAL SCIENTISTS, ALL OTHER",RESEARCH FELLOW,Y,33010
854,CERTIFIED-WITHDRAWN,INFORMATICA CORPORATION,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",PRINCIPAL SYSTEMS ENGINEER,Y,114917
855,CERTIFIED-WITHDRAWN,APAX PARTNERS LP,FINANCIAL ANALYSTS,SENIOR ASSOCIATE,Y,88213
856,CERTIFIED-WITHDRAWN,"IGT, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER (SAP DEVELOPER II),Y,72093
857,CERTIFIED-WITHDRAWN,THE OHIO STATE UNIVERSITY,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",RESEARCH SCIENTIST,Y,62171.2
858,CERTIFIED-WITHDRAWN,"IDHASOFT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR SAP CONSULTANT,Y,69805
859,CERTIFIED-WITHDRAWN,SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL FELLOW,Y,40498
860,WITHDRAWN,CUMMINS INC.,MECHANICAL ENGINEERS,MIDRANGE FUEL SYSTEMS CURRENT PRODUCT PROJECT LEADER,Y,72571
861,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,61568
862,CERTIFIED-WITHDRAWN,REVISION TECHNOLOGIES INC,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS*,NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR,Y,48963
863,WITHDRAWN,INTEL CORPORATION,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",COMPONENT DESIGN ENGINEER,Y,83115
864,WITHDRAWN,APN LLC,COMPUTER PROGRAMMERS,"WEB DEVELOPER, JAVASCRIPT",Y,54912
865,WITHDRAWN,"MINDSPARK INTERACTIVE NETWORK, INC.","COMPUTER OCCUPATIONS, ALL OTHER*","SOFTWARE ENGINEER, TEST",Y,51230
866,CERTIFIED-WITHDRAWN,THE DOW CHEMICAL COMPANY,MATERIALS ENGINEERS,SENIOR ENGINEER,Y,90210
867,CERTIFIED-WITHDRAWN,"INPATIENT CONSULTANTS OF MISSOURI, INC.",FAMILY AND GENERAL PRACTITIONERS,HOSPITALIST PHYSICIAN,Y,128565
868,CERTIFIED-WITHDRAWN,"MARLABS, INC",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,69763
869,CERTIFIED-WITHDRAWN,"B.W. ELLIOTT MANUFACTURING COMPANY, LLC",MATERIALS ENGINEERS,SOURCING ENGINEER,Y,51563
870,CERTIFIED-WITHDRAWN,"MIDWEST INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST II,Y,60882
871,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
872,CERTIFIED-WITHDRAWN,AKER ADVANTAGE INC.,LOGISTICIANS,PROJECT CONTROLS ASSOCIATE,Y,55224
873,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,71906
874,CERTIFIED-WITHDRAWN,"CAMBRIDGE CM, INC.",LOGISTICIANS,OPERATIONAL LOGISTICS ASSOCIATE,Y,56410
875,WITHDRAWN,TIBCO SOFTWARE INC.,"COMPUTER OCCUPATIONS, ALL OTHER*","MEMBER OF TECHNICAL STAFF, QA",Y,77210
876,CERTIFIED-WITHDRAWN,"STAGE STORES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,Y,86070
877,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,71906
